,Acessa internet do microcomputador,Para acessar à Internet utiliza-se tablet,Para acessar à Internet utiliza-se telefone celular,Para acessar à Internet utiliza-se tv,Rendimento mensal domiciliar per capita,Tem Tablet,Tem microcomputador,Tem telefone móvel celular,Tem televisão por assinatura
1074,4.0,4.0,2.0,4.0,1333.0,4.0,3.0,2.0,3.0
1076,2.0,4.0,2.0,4.0,629.0,4.0,1.0,2.0,1.0
1077,2.0,4.0,2.0,2.0,6000.0,4.0,1.0,2.0,1.0
1078,4.0,4.0,2.0,4.0,866.0,4.0,1.0,2.0,3.0
1081,2.0,4.0,2.0,4.0,657.0,4.0,1.0,2.0,1.0
1082,4.0,2.0,2.0,4.0,675.0,2.0,3.0,2.0,3.0
1083,2.0,2.0,2.0,4.0,763.0,2.0,1.0,2.0,1.0
1084,2.0,4.0,2.0,4.0,4000.0,4.0,1.0,2.0,3.0
1086,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
1089,4.0,4.0,2.0,4.0,584.0,4.0,3.0,2.0,3.0
1091,4.0,4.0,2.0,4.0,1388.0,4.0,3.0,2.0,1.0
1092,2.0,4.0,2.0,4.0,113.0,4.0,1.0,2.0,3.0
1097,4.0,4.0,2.0,4.0,934.0,4.0,3.0,2.0,3.0
1100,4.0,4.0,2.0,4.0,262.0,4.0,3.0,2.0,3.0
1103,2.0,4.0,2.0,4.0,1715.0,4.0,1.0,2.0,3.0
1104,2.0,4.0,2.0,4.0,325.0,4.0,1.0,2.0,1.0
1106,2.0,4.0,4.0,4.0,800.0,4.0,1.0,2.0,1.0
1108,4.0,4.0,2.0,4.0,462.0,4.0,3.0,2.0,3.0
1109,4.0,4.0,2.0,4.0,433.0,4.0,3.0,2.0,3.0
1114,2.0,4.0,2.0,4.0,1050.0,4.0,1.0,2.0,3.0
1116,2.0,2.0,2.0,4.0,3500.0,2.0,1.0,2.0,3.0
1120,4.0,4.0,2.0,4.0,878.0,4.0,3.0,2.0,3.0
1123,2.0,4.0,2.0,4.0,2300.0,4.0,1.0,2.0,3.0
1127,2.0,4.0,4.0,4.0,594.0,4.0,1.0,2.0,3.0
1145,2.0,4.0,2.0,4.0,300.0,4.0,1.0,2.0,1.0
1149,4.0,4.0,2.0,4.0,515.0,4.0,3.0,2.0,3.0
1153,4.0,4.0,2.0,4.0,366.0,4.0,3.0,2.0,3.0
1155,4.0,4.0,2.0,4.0,325.0,4.0,3.0,2.0,3.0
1156,4.0,4.0,2.0,4.0,2000.0,4.0,3.0,2.0,3.0
1157,4.0,4.0,2.0,4.0,566.0,4.0,3.0,2.0,3.0
1158,2.0,4.0,2.0,4.0,461.0,4.0,1.0,2.0,3.0
1160,4.0,4.0,2.0,4.0,788.0,4.0,3.0,2.0,3.0
1161,4.0,4.0,2.0,4.0,2000.0,4.0,3.0,2.0,1.0
1165,4.0,4.0,2.0,4.0,822.0,4.0,3.0,2.0,3.0
1166,2.0,4.0,2.0,4.0,630.0,4.0,1.0,2.0,3.0
1168,4.0,4.0,2.0,4.0,427.0,4.0,3.0,2.0,3.0
1169,2.0,4.0,2.0,4.0,440.0,4.0,1.0,2.0,3.0
1170,4.0,4.0,2.0,4.0,1566.0,4.0,3.0,2.0,3.0
1171,4.0,4.0,2.0,4.0,1100.0,4.0,3.0,2.0,3.0
1172,4.0,4.0,2.0,4.0,2450.0,4.0,3.0,2.0,1.0
1175,4.0,4.0,2.0,4.0,916.0,4.0,3.0,2.0,1.0
1176,4.0,2.0,2.0,4.0,1400.0,2.0,3.0,2.0,3.0
1177,4.0,4.0,2.0,4.0,2800.0,4.0,3.0,2.0,3.0
1179,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,3.0
1181,2.0,4.0,2.0,4.0,633.0,4.0,1.0,2.0,1.0
1206,2.0,4.0,2.0,4.0,1525.0,4.0,1.0,2.0,3.0
1209,2.0,4.0,2.0,4.0,600.0,2.0,1.0,2.0,3.0
1217,2.0,4.0,4.0,4.0,2000.0,4.0,1.0,2.0,3.0
1219,2.0,4.0,2.0,4.0,1400.0,4.0,1.0,2.0,3.0
1223,4.0,4.0,2.0,4.0,890.0,2.0,3.0,2.0,1.0
1224,2.0,4.0,2.0,4.0,390.0,4.0,1.0,2.0,1.0
1229,4.0,4.0,2.0,4.0,400.0,4.0,3.0,2.0,3.0
1230,2.0,4.0,2.0,4.0,973.0,4.0,1.0,2.0,1.0
1235,2.0,4.0,2.0,4.0,850.0,4.0,1.0,2.0,1.0
1236,2.0,4.0,2.0,4.0,1966.0,4.0,1.0,2.0,1.0
1237,2.0,2.0,2.0,4.0,1300.0,2.0,1.0,2.0,1.0
1238,2.0,2.0,2.0,4.0,1600.0,2.0,1.0,2.0,1.0
1241,4.0,4.0,2.0,4.0,1500.0,4.0,3.0,2.0,3.0
1242,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,3.0
1243,2.0,4.0,2.0,4.0,920.0,4.0,1.0,2.0,1.0
1244,2.0,4.0,4.0,4.0,1000.0,4.0,1.0,2.0,1.0
1248,2.0,4.0,4.0,4.0,3750.0,4.0,1.0,2.0,1.0
1250,4.0,4.0,2.0,4.0,2500.0,4.0,3.0,2.0,1.0
1254,2.0,4.0,2.0,4.0,2196.0,4.0,1.0,2.0,1.0
1256,2.0,4.0,2.0,4.0,282.0,4.0,1.0,2.0,3.0
1260,2.0,4.0,2.0,4.0,542.0,4.0,1.0,2.0,1.0
1261,2.0,2.0,2.0,4.0,2125.0,2.0,1.0,2.0,1.0
1262,4.0,4.0,2.0,4.0,700.0,2.0,3.0,2.0,3.0
1264,2.0,4.0,4.0,4.0,22000.0,4.0,1.0,2.0,1.0
1266,2.0,4.0,4.0,4.0,400.0,4.0,1.0,2.0,1.0
1267,2.0,4.0,4.0,4.0,3500.0,4.0,1.0,2.0,1.0
1269,2.0,4.0,4.0,4.0,3000.0,4.0,1.0,2.0,3.0
1272,2.0,4.0,4.0,4.0,2000.0,4.0,1.0,2.0,3.0
1274,2.0,4.0,4.0,4.0,1000.0,4.0,1.0,2.0,3.0
1276,2.0,4.0,4.0,4.0,800.0,4.0,1.0,2.0,3.0
1277,2.0,4.0,2.0,4.0,1230.0,4.0,1.0,2.0,1.0
1278,2.0,4.0,2.0,4.0,131.0,4.0,1.0,2.0,3.0
1282,4.0,4.0,2.0,4.0,4000.0,4.0,3.0,2.0,3.0
1283,4.0,2.0,4.0,4.0,290.0,2.0,3.0,2.0,3.0
1286,4.0,4.0,2.0,4.0,131.0,2.0,3.0,2.0,3.0
1287,2.0,2.0,2.0,4.0,1540.0,2.0,1.0,2.0,1.0
1288,2.0,4.0,2.0,4.0,266.0,4.0,1.0,2.0,3.0
1289,4.0,4.0,2.0,4.0,497.0,4.0,3.0,2.0,3.0
1290,4.0,4.0,2.0,4.0,838.0,4.0,3.0,2.0,3.0
1292,2.0,4.0,2.0,4.0,586.0,4.0,1.0,2.0,3.0
1293,4.0,4.0,2.0,4.0,1050.0,4.0,3.0,2.0,1.0
1294,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,3.0
1299,2.0,4.0,2.0,4.0,716.0,4.0,1.0,2.0,1.0
1301,2.0,4.0,2.0,4.0,300.0,4.0,1.0,2.0,1.0
1303,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
1304,2.0,2.0,2.0,4.0,1000.0,2.0,1.0,2.0,1.0
1308,2.0,4.0,2.0,4.0,2500.0,4.0,1.0,2.0,1.0
1310,2.0,4.0,2.0,4.0,1550.0,2.0,1.0,2.0,1.0
1311,4.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,3.0
1313,4.0,4.0,2.0,4.0,1451.0,4.0,3.0,2.0,3.0
1314,2.0,4.0,2.0,4.0,1975.0,4.0,1.0,2.0,1.0
1317,2.0,4.0,2.0,4.0,1650.0,4.0,1.0,2.0,1.0
1319,2.0,4.0,2.0,4.0,610.0,4.0,1.0,2.0,1.0
1320,2.0,4.0,2.0,4.0,850.0,4.0,1.0,2.0,1.0
1321,2.0,4.0,4.0,4.0,6700.0,4.0,1.0,2.0,1.0
1322,2.0,4.0,2.0,4.0,6000.0,4.0,1.0,2.0,3.0
1324,2.0,4.0,4.0,4.0,1366.0,4.0,1.0,2.0,1.0
1325,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,1.0
1327,2.0,4.0,4.0,4.0,3800.0,4.0,1.0,2.0,1.0
1332,2.0,4.0,4.0,4.0,1140.0,4.0,1.0,2.0,1.0
1334,2.0,4.0,4.0,4.0,1144.0,4.0,1.0,2.0,1.0
1335,2.0,4.0,4.0,4.0,1800.0,4.0,1.0,2.0,1.0
1336,2.0,4.0,4.0,4.0,2000.0,4.0,1.0,2.0,1.0
1338,2.0,4.0,2.0,4.0,1066.0,4.0,1.0,2.0,3.0
1340,2.0,4.0,4.0,4.0,1033.0,4.0,1.0,2.0,1.0
1342,4.0,4.0,2.0,4.0,1900.0,4.0,3.0,2.0,3.0
1344,2.0,4.0,2.0,4.0,275.0,4.0,1.0,2.0,3.0
1348,2.0,4.0,2.0,4.0,2400.0,4.0,1.0,2.0,3.0
1349,2.0,4.0,4.0,4.0,2029.0,4.0,1.0,2.0,3.0
1354,4.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
1357,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
1361,2.0,4.0,2.0,4.0,275.0,4.0,1.0,2.0,3.0
1362,2.0,4.0,4.0,4.0,800.0,4.0,1.0,2.0,1.0
1365,2.0,4.0,2.0,4.0,830.0,4.0,1.0,2.0,1.0
1367,4.0,4.0,2.0,4.0,3500.0,4.0,3.0,2.0,3.0
1368,2.0,2.0,2.0,4.0,1540.0,2.0,1.0,2.0,3.0
1370,2.0,4.0,2.0,4.0,2550.0,4.0,1.0,2.0,1.0
1371,2.0,4.0,2.0,4.0,4000.0,4.0,1.0,2.0,1.0
1372,2.0,2.0,2.0,4.0,4000.0,2.0,1.0,2.0,1.0
1373,2.0,4.0,2.0,4.0,5250.0,4.0,1.0,2.0,1.0
1375,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
1376,2.0,4.0,2.0,4.0,1550.0,4.0,1.0,2.0,3.0
1378,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,3.0
1379,2.0,4.0,4.0,4.0,325.0,4.0,1.0,2.0,3.0
1380,2.0,4.0,2.0,4.0,3322.0,4.0,1.0,2.0,1.0
1381,2.0,2.0,2.0,4.0,500.0,2.0,1.0,2.0,1.0
1383,2.0,4.0,2.0,4.0,3500.0,4.0,1.0,2.0,1.0
1384,2.0,4.0,2.0,4.0,4033.0,4.0,1.0,2.0,1.0
1385,2.0,4.0,2.0,4.0,3933.0,4.0,1.0,2.0,1.0
1386,2.0,2.0,2.0,4.0,8266.0,2.0,1.0,2.0,3.0
1388,2.0,4.0,2.0,4.0,1750.0,4.0,1.0,2.0,1.0
1389,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
1393,2.0,4.0,4.0,4.0,33.0,4.0,1.0,2.0,3.0
1395,2.0,4.0,4.0,4.0,1350.0,4.0,1.0,2.0,3.0
1403,4.0,4.0,2.0,4.0,2150.0,4.0,1.0,2.0,3.0
1404,2.0,4.0,2.0,4.0,1850.0,4.0,1.0,2.0,3.0
1409,2.0,4.0,2.0,4.0,1020.0,4.0,1.0,2.0,3.0
1412,2.0,4.0,2.0,4.0,4000.0,4.0,1.0,2.0,1.0
1413,2.0,4.0,2.0,4.0,2250.0,4.0,1.0,2.0,1.0
1414,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,3.0
1415,4.0,4.0,2.0,4.0,1125.0,4.0,3.0,2.0,3.0
1416,4.0,4.0,2.0,4.0,445.0,4.0,3.0,2.0,3.0
1418,2.0,4.0,2.0,4.0,900.0,4.0,1.0,2.0,1.0
1419,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,1.0
1420,2.0,4.0,2.0,4.0,1600.0,2.0,1.0,2.0,3.0
1421,2.0,4.0,2.0,4.0,860.0,4.0,1.0,2.0,1.0
1423,2.0,4.0,2.0,4.0,785.0,4.0,1.0,2.0,1.0
1424,2.0,4.0,4.0,4.0,0.0,4.0,1.0,2.0,1.0
1427,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,3.0
1429,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,3.0
1431,2.0,4.0,2.0,4.0,2500.0,4.0,1.0,2.0,1.0
1432,2.0,4.0,2.0,4.0,2825.0,4.0,1.0,2.0,3.0
1434,2.0,4.0,2.0,4.0,3425.0,4.0,1.0,2.0,1.0
1435,2.0,4.0,2.0,4.0,6000.0,4.0,1.0,2.0,1.0
1436,2.0,4.0,2.0,4.0,3500.0,4.0,1.0,2.0,1.0
1437,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,1.0
1438,2.0,4.0,2.0,4.0,6000.0,4.0,1.0,2.0,1.0
1440,4.0,4.0,2.0,4.0,300.0,4.0,3.0,2.0,1.0
1441,2.0,4.0,2.0,4.0,1400.0,4.0,1.0,2.0,1.0
1445,2.0,4.0,2.0,4.0,4266.0,4.0,1.0,2.0,1.0
1447,4.0,4.0,2.0,4.0,272.0,4.0,3.0,2.0,3.0
1450,4.0,4.0,2.0,4.0,975.0,4.0,3.0,2.0,1.0
1452,4.0,2.0,2.0,4.0,484.0,2.0,3.0,2.0,3.0
1453,2.0,2.0,2.0,4.0,666.0,2.0,1.0,2.0,3.0
1457,4.0,4.0,2.0,4.0,484.0,4.0,3.0,2.0,3.0
1460,2.0,2.0,2.0,4.0,833.0,2.0,1.0,2.0,1.0
1464,2.0,4.0,2.0,4.0,2183.0,4.0,1.0,2.0,1.0
1469,2.0,4.0,2.0,4.0,1366.0,4.0,1.0,2.0,3.0
1470,4.0,2.0,4.0,4.0,165.0,2.0,3.0,2.0,3.0
1474,2.0,4.0,2.0,4.0,348.0,4.0,1.0,2.0,1.0
1482,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,1.0
1483,4.0,4.0,2.0,4.0,1250.0,4.0,3.0,2.0,1.0
1484,4.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
1485,2.0,4.0,2.0,4.0,1300.0,4.0,1.0,2.0,1.0
1488,2.0,4.0,2.0,4.0,2000.0,4.0,1.0,2.0,3.0
1491,2.0,4.0,2.0,2.0,2050.0,4.0,1.0,2.0,3.0
1492,2.0,4.0,2.0,4.0,2333.0,4.0,1.0,2.0,1.0
1493,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,3.0
1494,2.0,4.0,2.0,4.0,1457.0,4.0,1.0,2.0,1.0
1495,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
1496,2.0,4.0,2.0,4.0,740.0,4.0,1.0,2.0,3.0
1499,2.0,2.0,2.0,4.0,531.0,2.0,1.0,2.0,3.0
1501,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
1503,2.0,4.0,2.0,4.0,1262.0,4.0,1.0,2.0,3.0
1504,2.0,4.0,2.0,2.0,750.0,4.0,1.0,2.0,1.0
1506,2.0,2.0,2.0,4.0,560.0,2.0,1.0,2.0,1.0
1508,4.0,4.0,2.0,4.0,500.0,4.0,3.0,2.0,3.0
1512,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
1513,4.0,4.0,2.0,4.0,375.0,4.0,3.0,2.0,3.0
1516,2.0,4.0,2.0,4.0,650.0,4.0,1.0,2.0,3.0
1520,2.0,2.0,2.0,4.0,1100.0,2.0,1.0,2.0,1.0
1522,4.0,4.0,2.0,4.0,2000.0,4.0,3.0,2.0,3.0
1524,4.0,4.0,2.0,4.0,533.0,4.0,3.0,2.0,3.0
1526,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,3.0
1528,2.0,4.0,2.0,4.0,429.0,4.0,1.0,2.0,3.0
1534,2.0,4.0,2.0,4.0,772.0,4.0,1.0,2.0,3.0
1537,2.0,4.0,2.0,4.0,377.0,4.0,1.0,2.0,3.0
1538,2.0,4.0,2.0,4.0,1400.0,4.0,1.0,2.0,3.0
1540,2.0,4.0,2.0,4.0,157.0,4.0,1.0,2.0,1.0
1542,2.0,2.0,2.0,4.0,1850.0,2.0,1.0,2.0,1.0
1543,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
1546,2.0,4.0,2.0,4.0,1166.0,4.0,1.0,2.0,3.0
1548,2.0,4.0,2.0,4.0,860.0,4.0,1.0,2.0,3.0
1549,4.0,4.0,2.0,4.0,600.0,4.0,3.0,2.0,3.0
1550,4.0,4.0,2.0,4.0,2000.0,4.0,3.0,2.0,3.0
1551,2.0,4.0,2.0,4.0,1975.0,4.0,1.0,2.0,3.0
1553,4.0,4.0,2.0,4.0,472.0,4.0,3.0,2.0,3.0
1555,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
1556,4.0,4.0,2.0,4.0,875.0,4.0,3.0,2.0,3.0
1557,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,3.0
1558,2.0,4.0,2.0,4.0,1150.0,4.0,1.0,2.0,3.0
1560,2.0,4.0,2.0,4.0,745.0,4.0,1.0,2.0,1.0
1562,4.0,4.0,2.0,4.0,400.0,4.0,3.0,2.0,3.0
1563,4.0,4.0,2.0,4.0,2400.0,4.0,3.0,2.0,3.0
1567,2.0,4.0,2.0,4.0,1680.0,4.0,1.0,2.0,3.0
1570,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
1571,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
1572,4.0,4.0,2.0,4.0,1150.0,4.0,1.0,2.0,3.0
1573,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,3.0
1574,4.0,2.0,2.0,4.0,1400.0,2.0,3.0,2.0,3.0
1577,2.0,4.0,2.0,4.0,600.0,4.0,1.0,2.0,1.0
1578,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,3.0
1579,4.0,2.0,4.0,4.0,2040.0,2.0,3.0,2.0,1.0
1580,2.0,4.0,2.0,4.0,1000.0,4.0,1.0,2.0,1.0
1581,4.0,4.0,2.0,4.0,1800.0,4.0,3.0,2.0,3.0
1582,4.0,4.0,2.0,4.0,1300.0,4.0,3.0,2.0,3.0
1584,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,1.0
1585,4.0,4.0,2.0,4.0,1800.0,4.0,3.0,2.0,3.0
1587,4.0,4.0,2.0,4.0,350.0,4.0,3.0,2.0,1.0
1588,4.0,2.0,4.0,4.0,1200.0,2.0,3.0,2.0,3.0
1595,4.0,4.0,2.0,4.0,653.0,4.0,1.0,2.0,3.0
1596,2.0,4.0,2.0,4.0,2725.0,4.0,1.0,2.0,3.0
1598,2.0,4.0,2.0,4.0,1800.0,4.0,1.0,2.0,3.0
1605,4.0,4.0,2.0,4.0,153.0,4.0,3.0,2.0,3.0
1608,4.0,4.0,2.0,4.0,1144.0,2.0,3.0,2.0,3.0
1609,2.0,4.0,2.0,4.0,876.0,4.0,1.0,2.0,3.0
1610,2.0,4.0,2.0,4.0,2400.0,4.0,1.0,2.0,1.0
1612,4.0,2.0,2.0,4.0,866.0,2.0,3.0,2.0,3.0
1614,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
1623,4.0,4.0,2.0,4.0,560.0,4.0,3.0,2.0,3.0
1627,2.0,2.0,2.0,4.0,1945.0,2.0,1.0,2.0,1.0
1628,2.0,4.0,2.0,4.0,3000.0,4.0,1.0,2.0,3.0
1630,2.0,4.0,2.0,4.0,500.0,4.0,1.0,2.0,1.0
1631,4.0,4.0,2.0,4.0,4100.0,4.0,3.0,2.0,1.0
1632,2.0,4.0,2.0,4.0,1800.0,4.0,1.0,2.0,3.0
1634,2.0,4.0,2.0,4.0,750.0,4.0,1.0,2.0,1.0
1635,2.0,4.0,2.0,4.0,266.0,4.0,1.0,2.0,1.0
1637,2.0,4.0,2.0,4.0,40.0,4.0,1.0,2.0,1.0
1638,2.0,4.0,2.0,4.0,1333.0,4.0,1.0,2.0,3.0
1639,2.0,4.0,2.0,4.0,1697.0,4.0,1.0,2.0,1.0
1640,2.0,4.0,2.0,4.0,1566.0,4.0,1.0,2.0,1.0
1641,4.0,4.0,2.0,4.0,875.0,4.0,3.0,2.0,3.0
1646,4.0,4.0,2.0,4.0,900.0,4.0,3.0,2.0,3.0
1650,2.0,4.0,2.0,4.0,338.0,4.0,1.0,2.0,3.0
1660,2.0,4.0,2.0,4.0,2433.0,4.0,1.0,2.0,1.0
1662,4.0,4.0,2.0,4.0,1272.0,4.0,3.0,2.0,3.0
1663,2.0,4.0,2.0,4.0,3500.0,4.0,1.0,2.0,3.0
1664,2.0,4.0,2.0,4.0,4500.0,4.0,1.0,2.0,1.0
1667,4.0,4.0,2.0,4.0,800.0,4.0,3.0,2.0,3.0
1669,2.0,4.0,2.0,4.0,950.0,4.0,1.0,2.0,1.0
1670,4.0,4.0,2.0,4.0,466.0,4.0,3.0,2.0,3.0
1672,2.0,4.0,2.0,4.0,1300.0,4.0,1.0,2.0,1.0
1673,4.0,2.0,2.0,4.0,582.0,2.0,3.0,2.0,3.0
1676,2.0,4.0,2.0,4.0,633.0,4.0,1.0,2.0,3.0
1677,2.0,4.0,2.0,4.0,844.0,4.0,1.0,2.0,3.0
1678,2.0,4.0,2.0,4.0,800.0,4.0,1.0,2.0,3.0
1680,2.0,4.0,2.0,4.0,2100.0,4.0,1.0,2.0,1.0
1681,4.0,4.0,2.0,4.0,950.0,4.0,3.0,2.0,3.0
1682,2.0,4.0,4.0,4.0,800.0,4.0,1.0,2.0,1.0
1685,2.0,4.0,4.0,4.0,1633.0,4.0,1.0,2.0,3.0
1687,4.0,4.0,2.0,4.0,1200.0,4.0,3.0,2.0,3.0
1688,2.0,4.0,2.0,4.0,940.0,4.0,1.0,2.0,1.0
1690,4.0,4.0,2.0,4.0,1600.0,4.0,3.0,2.0,3.0
1691,2.0,2.0,2.0,4.0,12500.0,2.0,1.0,2.0,1.0
1692,2.0,4.0,2.0,4.0,5000.0,4.0,1.0,2.0,1.0
1693,2.0,4.0,2.0,4.0,2100.0,4.0,1.0,2.0,1.0
1695,2.0,2.0,2.0,4.0,1966.0,2.0,1.0,2.0,3.0
1696,2.0,4.0,2.0,4.0,6800.0,4.0,1.0,2.0,1.0
1697,2.0,4.0,2.0,4.0,5000.0,4.0,1.0,2.0,1.0
1698,2.0,4.0,2.0,4.0,1150.0,4.0,1.0,2.0,1.0
1699,2.0,4.0,2.0,4.0,2250.0,4.0,1.0,2.0,1.0
1702,2.0,4.0,2.0,4.0,3666.0,4.0,1.0,2.0,1.0
1703,2.0,4.0,2.0,4.0,2200.0,4.0,1.0,2.0,3.0
1704,2.0,4.0,2.0,4.0,5000.0,4.0,1.0,2.0,1.0
1711,2.0,4.0,2.0,4.0,7500.0,4.0,1.0,2.0,1.0
1712,2.0,4.0,2.0,4.0,1833.0,4.0,1.0,2.0,1.0
1713,2.0,4.0,2.0,4.0,0.0,4.0,1.0,2.0,3.0
1715,2.0,4.0,2.0,4.0,958.0,4.0,1.0,2.0,3.0
1717,2.0,4.0,2.0,4.0,766.0,4.0,1.0,2.0,3.0
1718,2.0,4.0,2.0,4.0,900.0,4.0,1.0,2.0,3.0
1719,2.0,4.0,2.0,4.0,933.0,4.0,1.0,2.0,1.0
1720,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
1727,4.0,4.0,2.0,4.0,412.0,4.0,3.0,2.0,3.0
1729,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,3.0
1732,4.0,4.0,2.0,4.0,1300.0,4.0,3.0,2.0,3.0
1733,2.0,4.0,2.0,4.0,833.0,4.0,1.0,2.0,3.0
1735,2.0,4.0,4.0,4.0,288.0,4.0,1.0,2.0,3.0
1736,4.0,4.0,2.0,4.0,1200.0,4.0,3.0,2.0,3.0
1738,2.0,4.0,2.0,4.0,1500.0,4.0,1.0,2.0,1.0
1739,2.0,4.0,2.0,4.0,262.0,4.0,1.0,2.0,3.0
1740,4.0,4.0,2.0,4.0,300.0,4.0,3.0,2.0,1.0
1743,4.0,4.0,2.0,4.0,215.0,4.0,3.0,2.0,3.0
1748,2.0,4.0,2.0,4.0,195.0,4.0,1.0,2.0,3.0
1752,2.0,4.0,4.0,4.0,1375.0,4.0,1.0,2.0,1.0
1761,2.0,2.0,2.0,4.0,5000.0,2.0,1.0,2.0,1.0
1764,4.0,4.0,2.0,4.0,833.0,4.0,3.0,2.0,3.0
1767,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,3.0
1768,2.0,4.0,2.0,4.0,1250.0,4.0,1.0,2.0,1.0
1769,2.0,4.0,2.0,4.0,1825.0,4.0,1.0,2.0,1.0
1770,4.0,4.0,2.0,4.0,900.0,4.0,3.0,2.0,3.0
1772,4.0,4.0,2.0,4.0,1666.0,4.0,3.0,2.0,3.0
1777,4.0,4.0,2.0,4.0,825.0,4.0,3.0,2.0,1.0
1794,2.0,4.0,4.0,4.0,1025.0,4.0,1.0,4.0,1.0
1797,2.0,2.0,2.0,2.0,1947.0,2.0,1.0,2.0,1.0
1802,4.0,4.0,2.0,4.0,750.0,4.0,3.0,2.0,1.0
1803,2.0,2.0,2.0,4.0,875.0,2.0,1.0,2.0,3.0
1804,4.0,2.0,4.0,4.0,1150.0,2.0,3.0,4.0,3.0
1807,4.0,4.0,2.0,4.0,1000.0,4.0,3.0,2.0,3.0
1812,2.0,4.0,2.0,4.0,2180.0,4.0,1.0,2.0,3.0
1814,2.0,4.0,2.0,4.0,2000.0,2.0,1.0,2.0,1.0
1815,2.0,4.0,2.0,4.0,1469.0,4.0,1.0,2.0,3.0
1816,2.0,4.0,2.0,4.0,838.0,4.0,1.0,2.0,3.0
1817,2.0,4.0,2.0,4.0,337.0,4.0,1.0,2.0,3.0
1823,2.0,4.0,2.0,4.0,480.0,4.0,1.0,2.0,1.0
1824,4.0,4.0,2.0,4.0,1600.0,4.0,3.0,2.0,3.0
1826,2.0,4.0,2.0,4.0,712.0,4.0,1.0,2.0,3.0
1828,4.0,4.0,2.0,4.0,61.0,4.0,1.0,2.0,3.0
1832,2.0,4.0,2.0,4.0,1936.0,4.0,1.0,2.0,3.0
1836,2.0,4.0,4.0,4.0,500.0,4.0,1.0,2.0,3.0
1837,4.0,4.0,2.0,4.0,591.0,4.0,3.0,2.0,3.0
1838,2.0,4.0,4.0,4.0,1544.0,4.0,1.0,2.0,1.0
1839,2.0,4.0,2.0,4.0,3750.0,4.0,1.0,2.0,3.0
1843,2.0,4.0,2.0,4.0,1333.0,4.0,1.0,2.0,3.0
1844,2.0,4.0,2.0,4.0,817.0,4.0,1.0,2.0,3.0
1846,2.0,2.0,2.0,4.0,1900.0,2.0,1.0,2.0,1.0
1847,2.0,4.0,2.0,4.0,194.0,4.0,1.0,2.0,3.0
1848,2.0,4.0,4.0,4.0,322.0,4.0,1.0,2.0,3.0
1851,2.0,4.0,2.0,4.0,394.0,4.0,1.0,2.0,3.0
1852,2.0,4.0,2.0,4.0,1233.0,4.0,1.0,2.0,3.0
1855,2.0,4.0,2.0,4.0,400.0,4.0,1.0,2.0,3.0
1860,2.0,4.0,2.0,4.0,1088.0,4.0,1.0,2.0,3.0
1861,2.0,2.0,2.0,2.0,999999999999.0,2.0,1.0,2.0,1.0
1862,2.0,4.0,2.0,4.0,569.0,4.0,1.0,2.0,3.0
1863,2.0,4.0,2.0,4.0,1100.0,4.0,1.0,2.0,3.0
1890,2.0,4.0,2.0,4.0,2750.0,4.0,1.0,2.0,3.0
